station_id,station_name,start_time,end_time,peak_aqi,duration_hours,first_actual_crossing,horizon,lead_time_hours,detection
3,Anand Vihar,2025-11-01 09:00:00+05:30,2025-11-01 13:00:00+05:30,405.0,5.0,2025-11-01 09:00:00+05:30,24h,0.0,miss
3,Anand Vihar,2025-11-03 08:00:00+05:30,2025-11-03 12:00:00+05:30,418.0,5.0,2025-11-03 08:00:00+05:30,24h,0.0,miss
3,Anand Vihar,2025-11-07 19:00:00+05:30,2025-11-08 15:00:00+05:30,416.0,21.0,2025-11-07 19:00:00+05:30,24h,8.0,hit
3,Anand Vihar,2025-11-09 18:00:00+05:30,2025-11-15 16:00:00+05:30,453.0,143.0,2025-11-09 18:00:00+05:30,24h,0.0,hit
3,Anand Vihar,2025-11-17 14:00:00+05:30,2025-11-24 07:00:00+05:30,447.0,162.0,2025-11-17 14:00:00+05:30,24h,36.0,hit
3,Anand Vihar,2025-11-26 10:00:00+05:30,2025-11-27 09:00:00+05:30,420.0,24.0,2025-11-26 10:00:00+05:30,24h,6.0,hit
3,Anand Vihar,2025-12-01 13:00:00+05:30,2025-12-02 08:00:00+05:30,421.0,20.0,2025-12-01 13:00:00+05:30,24h,0.0,miss
3,Anand Vihar,2025-12-11 12:00:00+05:30,2025-12-15 09:00:00+05:30,493.0,94.0,2025-12-11 12:00:00+05:30,24h,10.0,hit
3,Anand Vihar,2025-12-17 04:00:00+05:30,2025-12-23 03:00:00+05:30,470.0,144.0,2025-12-17 04:00:00+05:30,24h,6.0,hit
3,Anand Vihar,2025-12-25 12:00:00+05:30,2025-12-30 23:00:00+05:30,463.0,132.0,2025-12-25 12:00:00+05:30,24h,10.0,hit
4,Bawana,2025-11-01 02:00:00+05:30,2025-11-01 15:00:00+05:30,418.0,14.0,2025-11-01 02:00:00+05:30,24h,0.0,miss
4,Bawana,2025-11-03 09:00:00+05:30,2025-11-03 12:00:00+05:30,409.0,4.0,2025-11-03 09:00:00+05:30,24h,0.0,miss
4,Bawana,2025-11-06 22:00:00+05:30,2025-11-23 19:00:00+05:30,466.0,406.0,2025-11-06 22:00:00+05:30,24h,0.0,miss
4,Bawana,2025-11-26 05:00:00+05:30,2025-11-27 14:00:00+05:30,431.0,34.0,2025-11-26 05:00:00+05:30,24h,8.0,hit
4,Bawana,2025-12-01 15:00:00+05:30,2025-12-02 09:00:00+05:30,440.0,19.0,2025-12-01 15:00:00+05:30,24h,15.0,hit
4,Bawana,2025-12-11 18:00:00+05:30,2025-12-15 02:00:00+05:30,498.0,81.0,2025-12-11 18:00:00+05:30,24h,0.0,miss
4,Bawana,2025-12-15 07:00:00+05:30,2025-12-15 15:00:00+05:30,415.0,9.0,2025-12-15 07:00:00+05:30,24h,36.0,hit
4,Bawana,2025-12-17 18:00:00+05:30,2025-12-18 02:00:00+05:30,413.0,9.0,2025-12-17 18:00:00+05:30,24h,20.0,hit
4,Bawana,2025-12-19 12:00:00+05:30,2025-12-22 15:00:00+05:30,465.0,76.0,2025-12-19 12:00:00+05:30,24h,36.0,hit
4,Bawana,2025-12-25 15:00:00+05:30,2025-12-26 06:00:00+05:30,428.0,16.0,2025-12-25 15:00:00+05:30,24h,9.0,hit
4,Bawana,2025-12-26 12:00:00+05:30,2025-12-29 01:00:00+05:30,423.0,62.0,2025-12-26 12:00:00+05:30,24h,30.0,hit
5,Dwarka-Sector 8,2025-11-01 06:00:00+05:30,2025-11-01 15:00:00+05:30,418.0,10.0,2025-11-01 06:00:00+05:30,24h,0.0,miss
5,Dwarka-Sector 8,2025-11-09 19:00:00+05:30,2025-11-13 12:00:00+05:30,457.0,90.0,2025-11-09 19:00:00+05:30,24h,1.0,hit
5,Dwarka-Sector 8,2025-11-19 03:00:00+05:30,2025-11-19 22:00:00+05:30,419.0,20.0,2025-11-19 03:00:00+05:30,24h,6.0,hit
5,Dwarka-Sector 8,2025-11-23 05:00:00+05:30,2025-11-23 10:00:00+05:30,402.0,6.0,2025-11-23 05:00:00+05:30,24h,0.0,miss
5,Dwarka-Sector 8,2025-11-27 01:00:00+05:30,2025-11-27 19:00:00+05:30,422.0,19.0,2025-11-27 01:00:00+05:30,24h,6.0,hit
5,Dwarka-Sector 8,2025-12-12 11:00:00+05:30,2025-12-15 03:00:00+05:30,469.0,65.0,2025-12-12 11:00:00+05:30,24h,3.0,hit
5,Dwarka-Sector 8,2025-12-17 17:00:00+05:30,2025-12-18 14:00:00+05:30,442.0,22.0,2025-12-17 17:00:00+05:30,24h,4.0,hit
5,Dwarka-Sector 8,2025-12-19 06:00:00+05:30,2025-12-20 10:00:00+05:30,448.0,29.0,2025-12-19 06:00:00+05:30,24h,36.0,hit
5,Dwarka-Sector 8,2025-12-21 19:00:00+05:30,2025-12-23 01:00:00+05:30,440.0,31.0,2025-12-21 19:00:00+05:30,24h,3.0,hit
5,Dwarka-Sector 8,2025-12-26 15:00:00+05:30,2025-12-27 08:00:00+05:30,415.0,18.0,2025-12-26 15:00:00+05:30,24h,0.0,miss
5,Dwarka-Sector 8,2025-12-28 09:00:00+05:30,2025-12-29 18:00:00+05:30,427.0,34.0,2025-12-28 09:00:00+05:30,24h,36.0,hit
5,Dwarka-Sector 8,2025-12-30 03:00:00+05:30,2025-12-30 23:00:00+05:30,429.0,21.0,2025-12-30 03:00:00+05:30,24h,36.0,hit
6,ITO,2025-11-07 17:00:00+05:30,2025-11-08 16:00:00+05:30,422.0,24.0,2025-11-07 17:00:00+05:30,24h,0.0,miss
6,ITO,2025-11-09 19:00:00+05:30,2025-11-15 23:00:00+05:30,455.0,149.0,2025-11-09 19:00:00+05:30,24h,36.0,hit
6,ITO,2025-11-18 18:00:00+05:30,2025-11-19 05:00:00+05:30,413.0,12.0,2025-11-18 18:00:00+05:30,24h,30.0,hit
6,ITO,2025-11-22 21:00:00+05:30,2025-11-23 18:00:00+05:30,412.0,22.0,2025-11-22 21:00:00+05:30,24h,11.0,hit
6,ITO,2025-12-12 01:00:00+05:30,2025-12-15 11:00:00+05:30,489.0,83.0,2025-12-12 01:00:00+05:30,24h,3.0,hit
6,ITO,2025-12-17 15:00:00+05:30,2025-12-20 06:00:00+05:30,445.0,64.0,2025-12-17 15:00:00+05:30,24h,17.0,hit
6,ITO,2025-12-21 23:00:00+05:30,2025-12-23 02:00:00+05:30,447.0,28.0,2025-12-21 23:00:00+05:30,24h,5.0,hit
6,ITO,2025-12-26 13:00:00+05:30,2025-12-27 08:00:00+05:30,417.0,20.0,2025-12-26 13:00:00+05:30,24h,0.0,miss
6,ITO,2025-12-27 20:00:00+05:30,2025-12-28 06:00:00+05:30,413.0,11.0,2025-12-27 20:00:00+05:30,24h,34.0,hit
6,ITO,2025-12-28 15:00:00+05:30,2025-12-29 00:00:00+05:30,409.0,10.0,2025-12-28 15:00:00+05:30,24h,17.0,hit
6,ITO,2025-12-29 08:00:00+05:30,2025-12-29 16:00:00+05:30,413.0,9.0,2025-12-29 08:00:00+05:30,24h,34.0,hit
6,ITO,2025-12-30 01:00:00+05:30,2025-12-30 23:00:00+05:30,444.0,23.0,2025-12-30 01:00:00+05:30,24h,34.0,hit
7,Jahangirpuri,2025-11-01 07:00:00+05:30,2025-11-01 09:00:00+05:30,403.0,3.0,2025-11-01 07:00:00+05:30,24h,0.0,miss
7,Jahangirpuri,2025-11-03 04:00:00+05:30,2025-11-03 08:00:00+05:30,412.0,5.0,2025-11-03 04:00:00+05:30,24h,0.0,miss
7,Jahangirpuri,2025-11-07 17:00:00+05:30,2025-11-08 19:00:00+05:30,436.0,27.0,2025-11-07 17:00:00+05:30,24h,7.0,hit
7,Jahangirpuri,2025-11-09 15:00:00+05:30,2025-11-16 10:00:00+05:30,456.0,164.0,2025-11-09 15:00:00+05:30,24h,36.0,hit
7,Jahangirpuri,2025-11-16 22:00:00+05:30,2025-11-24 05:00:00+05:30,458.0,176.0,2025-11-16 22:00:00+05:30,24h,36.0,hit
7,Jahangirpuri,2025-11-26 10:00:00+05:30,2025-11-27 23:00:00+05:30,423.0,38.0,2025-11-26 10:00:00+05:30,24h,11.0,hit
7,Jahangirpuri,2025-12-01 18:00:00+05:30,2025-12-02 10:00:00+05:30,415.0,17.0,2025-12-01 18:00:00+05:30,24h,0.0,miss
7,Jahangirpuri,2025-12-11 07:00:00+05:30,2025-12-15 14:00:00+05:30,500.0,104.0,2025-12-11 07:00:00+05:30,24h,3.0,hit
7,Jahangirpuri,2025-12-17 03:00:00+05:30,2025-12-18 07:00:00+05:30,419.0,29.0,2025-12-17 03:00:00+05:30,24h,6.0,hit
7,Jahangirpuri,2025-12-18 13:00:00+05:30,2025-12-18 15:00:00+05:30,402.0,3.0,2025-12-18 13:00:00+05:30,24h,36.0,hit
7,Jahangirpuri,2025-12-18 22:00:00+05:30,2025-12-18 23:00:00+05:30,402.0,2.0,2025-12-18 22:00:00+05:30,24h,35.0,hit
7,Jahangirpuri,2025-12-19 04:00:00+05:30,2025-12-21 01:00:00+05:30,469.0,46.0,2025-12-19 04:00:00+05:30,24h,36.0,hit
7,Jahangirpuri,2025-12-21 07:00:00+05:30,2025-12-23 02:00:00+05:30,450.0,44.0,2025-12-21 07:00:00+05:30,24h,36.0,hit
7,Jahangirpuri,2025-12-25 11:00:00+05:30,2025-12-30 23:00:00+05:30,475.0,133.0,2025-12-25 11:00:00+05:30,24h,8.0,hit
8,Punjabi Bagh,2025-11-01 07:00:00+05:30,2025-11-01 14:00:00+05:30,410.0,8.0,2025-11-01 07:00:00+05:30,24h,0.0,miss
8,Punjabi Bagh,2025-11-07 18:00:00+05:30,2025-11-08 20:00:00+05:30,434.0,27.0,2025-11-07 18:00:00+05:30,24h,7.0,hit
8,Punjabi Bagh,2025-11-09 15:00:00+05:30,2025-11-13 15:00:00+05:30,461.0,97.0,2025-11-09 15:00:00+05:30,24h,30.0,hit
8,Punjabi Bagh,2025-11-14 06:00:00+05:30,2025-11-14 21:00:00+05:30,408.0,16.0,2025-11-14 06:00:00+05:30,24h,36.0,hit
8,Punjabi Bagh,2025-11-15 02:00:00+05:30,2025-11-15 21:00:00+05:30,412.0,20.0,2025-11-15 02:00:00+05:30,24h,27.0,hit
8,Punjabi Bagh,2025-11-17 16:00:00+05:30,2025-11-20 00:00:00+05:30,444.0,57.0,2025-11-17 16:00:00+05:30,24h,6.0,hit
8,Punjabi Bagh,2025-11-21 22:00:00+05:30,2025-11-23 19:00:00+05:30,431.0,46.0,2025-11-21 22:00:00+05:30,24h,0.0,hit
8,Punjabi Bagh,2025-11-26 12:00:00+05:30,2025-11-27 16:00:00+05:30,424.0,29.0,2025-11-26 12:00:00+05:30,24h,5.0,hit
8,Punjabi Bagh,2025-12-01 18:00:00+05:30,2025-12-02 01:00:00+05:30,412.0,8.0,2025-12-01 18:00:00+05:30,24h,0.0,miss
8,Punjabi Bagh,2025-12-11 21:00:00+05:30,2025-12-15 11:00:00+05:30,481.0,87.0,2025-12-11 21:00:00+05:30,24h,0.0,miss
8,Punjabi Bagh,2025-12-17 16:00:00+05:30,2025-12-18 18:00:00+05:30,439.0,27.0,2025-12-17 16:00:00+05:30,24h,12.0,hit
8,Punjabi Bagh,2025-12-19 02:00:00+05:30,2025-12-20 11:00:00+05:30,448.0,34.0,2025-12-19 02:00:00+05:30,24h,36.0,hit
8,Punjabi Bagh,2025-12-21 20:00:00+05:30,2025-12-23 01:00:00+05:30,448.0,30.0,2025-12-21 20:00:00+05:30,24h,3.0,hit
8,Punjabi Bagh,2025-12-26 21:00:00+05:30,2025-12-30 23:00:00+05:30,441.0,99.0,2025-12-26 21:00:00+05:30,24h,0.0,miss
9,R K Puram,2025-11-01 00:00:00+05:30,2025-11-01 17:00:00+05:30,426.0,18.0,2025-11-01 00:00:00+05:30,24h,0.0,miss
9,R K Puram,2025-11-08 00:00:00+05:30,2025-11-08 15:00:00+05:30,423.0,16.0,2025-11-08 00:00:00+05:30,24h,0.0,miss
9,R K Puram,2025-11-09 21:00:00+05:30,2025-11-13 11:00:00+05:30,459.0,87.0,2025-11-09 21:00:00+05:30,24h,36.0,hit
9,R K Puram,2025-11-14 06:00:00+05:30,2025-11-15 01:00:00+05:30,412.0,20.0,2025-11-14 06:00:00+05:30,24h,36.0,hit
9,R K Puram,2025-11-18 05:00:00+05:30,2025-11-20 08:00:00+05:30,428.0,52.0,2025-11-18 05:00:00+05:30,24h,0.0,hit
9,R K Puram,2025-11-22 12:00:00+05:30,2025-11-23 11:00:00+05:30,407.0,24.0,2025-11-22 12:00:00+05:30,24h,2.0,hit
9,R K Puram,2025-11-26 18:00:00+05:30,2025-11-27 19:00:00+05:30,423.0,26.0,2025-11-26 18:00:00+05:30,24h,9.0,hit
9,R K Puram,2025-12-01 16:00:00+05:30,2025-12-02 15:00:00+05:30,428.0,24.0,2025-12-01 16:00:00+05:30,24h,0.0,miss
9,R K Puram,2025-12-12 07:00:00+05:30,2025-12-15 05:00:00+05:30,487.0,71.0,2025-12-12 07:00:00+05:30,24h,2.0,hit
9,R K Puram,2025-12-17 15:00:00+05:30,2025-12-20 04:00:00+05:30,448.0,62.0,2025-12-17 15:00:00+05:30,24h,3.0,hit
9,R K Puram,2025-12-21 23:00:00+05:30,2025-12-23 02:00:00+05:30,452.0,28.0,2025-12-21 23:00:00+05:30,24h,6.0,hit
9,R K Puram,2025-12-26 15:00:00+05:30,2025-12-30 11:00:00+05:30,434.0,93.0,2025-12-26 15:00:00+05:30,24h,3.0,hit
9,R K Puram,2025-12-30 17:00:00+05:30,2025-12-30 23:00:00+05:30,419.0,7.0,2025-12-30 17:00:00+05:30,24h,20.0,hit
