threshold,tp,fp,fn,tn,precision,recall,f1,fpr,fnr,fp_actual_vpoor,fp_actual_poor,fp_actual_mod_better,fn_pred_vpoor,fn_pred_poor,fn_pred_mod_better,cost_rate_1x,cost_sample_1x,cost_rate_2x,cost_sample_2x,cost_rate_3x,cost_sample_3x,cost_rate_5x,cost_sample_5x,cost_rate_10x,cost_sample_10x,cost_rate_20x,cost_sample_20x
237.0,4029,5649,0,122,0.4163050216986981,1.0,0.5878748084920113,0.9788598163229942,0.0,4844,762,43,0,0,0,0.9788598163229942,0.5764285714285714,0.9788598163229942,0.5764285714285714,0.9788598163229942,0.5764285714285714,0.9788598163229942,0.5764285714285714,0.9788598163229942,0.5764285714285714,0.9788598163229942,0.5764285714285714
237.5,4029,5647,0,124,0.4163910706903679,1.0,0.5879605983217804,0.9785132559348466,0.0,4844,760,43,0,0,0,0.9785132559348466,0.5762244897959183,0.9785132559348466,0.5762244897959183,0.9785132559348466,0.5762244897959183,0.9785132559348466,0.5762244897959183,0.9785132559348466,0.5762244897959183,0.9785132559348466,0.5762244897959183
238.0,4029,5646,0,125,0.4164341085271318,1.0,0.5880035026269702,0.9783399757407728,0.0,4843,760,43,0,0,0,0.9783399757407728,0.5761224489795919,0.9783399757407728,0.5761224489795919,0.9783399757407728,0.5761224489795919,0.9783399757407728,0.5761224489795919,0.9783399757407728,0.5761224489795919,0.9783399757407728,0.5761224489795919
238.5,4029,5641,0,130,0.41664943123061016,1.0,0.588218118110811,0.9774735747704038,0.0,4841,757,43,0,0,0,0.9774735747704038,0.5756122448979591,0.9774735747704038,0.5756122448979591,0.9774735747704038,0.5756122448979591,0.9774735747704038,0.5756122448979591,0.9774735747704038,0.5756122448979591,0.9774735747704038,0.5756122448979591
239.0,4029,5637,0,134,0.4168218497827436,1.0,0.5883899233296823,0.9767804539941085,0.0,4840,754,43,0,0,0,0.9767804539941085,0.575204081632653,0.9767804539941085,0.575204081632653,0.9767804539941085,0.575204081632653,0.9767804539941085,0.575204081632653,0.9767804539941085,0.575204081632653,0.9767804539941085,0.575204081632653
239.5,4029,5634,0,137,0.4169512573734865,1.0,0.5885188431200701,0.976260613411887,0.0,4838,753,43,0,0,0,0.976260613411887,0.5748979591836735,0.976260613411887,0.5748979591836735,0.976260613411887,0.5748979591836735,0.976260613411887,0.5748979591836735,0.976260613411887,0.5748979591836735,0.976260613411887,0.5748979591836735
240.0,4029,5632,0,139,0.4170375737501294,1.0,0.5886048210372535,0.9759140530237393,0.0,4837,753,42,0,0,0,0.9759140530237393,0.5746938775510204,0.9759140530237393,0.5746938775510204,0.9759140530237393,0.5746938775510204,0.9759140530237393,0.5746938775510204,0.9759140530237393,0.5746938775510204,0.9759140530237393,0.5746938775510204
240.5,4029,5629,0,142,0.4171671153447919,1.0,0.588733835025937,0.9753942124415179,0.0,4834,753,42,0,0,0,0.9753942124415179,0.5743877551020408,0.9753942124415179,0.5743877551020408,0.9753942124415179,0.5743877551020408,0.9753942124415179,0.5743877551020408,0.9753942124415179,0.5743877551020408,0.9753942124415179,0.5743877551020408
241.0,4029,5625,0,146,0.4173399627097576,1.0,0.5889059416794562,0.9747010916652227,0.0,4832,751,42,0,0,0,0.9747010916652227,0.5739795918367347,0.9747010916652227,0.5739795918367347,0.9747010916652227,0.5739795918367347,0.9747010916652227,0.5739795918367347,0.9747010916652227,0.5739795918367347,0.9747010916652227,0.5739795918367347
241.5,4029,5623,0,148,0.41742644011603813,1.0,0.5889920327461443,0.974354531277075,0.0,4830,751,42,0,0,0,0.974354531277075,0.5737755102040817,0.974354531277075,0.5737755102040817,0.974354531277075,0.5737755102040817,0.974354531277075,0.5737755102040817,0.974354531277075,0.5737755102040817,0.974354531277075,0.5737755102040817
242.0,4029,5618,0,153,0.41764279050482017,1.0,0.5892073705761919,0.9734881303067059,0.0,4826,750,42,0,0,0,0.9734881303067059,0.573265306122449,0.9734881303067059,0.573265306122449,0.9734881303067059,0.573265306122449,0.9734881303067059,0.573265306122449,0.9734881303067059,0.573265306122449,0.9734881303067059,0.573265306122449
242.5,4029,5616,0,155,0.4177293934681182,1.0,0.589293549802545,0.9731415699185583,0.0,4826,748,42,0,0,0,0.9731415699185583,0.5730612244897959,0.9731415699185583,0.5730612244897959,0.9731415699185583,0.5730612244897959,0.9731415699185583,0.5730612244897959,0.9731415699185583,0.5730612244897959,0.9731415699185583,0.5730612244897959
243.0,4029,5612,0,159,0.41790270718805106,1.0,0.5894659839063644,0.972448449142263,0.0,4823,747,42,0,0,0,0.972448449142263,0.5726530612244898,0.972448449142263,0.5726530612244898,0.972448449142263,0.5726530612244898,0.972448449142263,0.5726530612244898,0.972448449142263,0.5726530612244898,0.972448449142263,0.5726530612244898
243.5,4029,5606,0,165,0.4181629475869227,1.0,0.589724824355972,0.9714087679778202,0.0,4819,745,42,0,0,0,0.9714087679778202,0.5720408163265306,0.9714087679778202,0.5720408163265306,0.9714087679778202,0.5720408163265306,0.9714087679778202,0.5720408163265306,0.9714087679778202,0.5720408163265306,0.9714087679778202,0.5720408163265306
244.0,4029,5603,0,168,0.41829318936877075,1.0,0.5898543298440817,0.9708889273955987,0.0,4816,745,42,0,0,0,0.9708889273955987,0.571734693877551,0.9708889273955987,0.571734693877551,0.9708889273955987,0.571734693877551,0.9708889273955987,0.571734693877551,0.9708889273955987,0.571734693877551,0.9708889273955987,0.571734693877551
244.5,4029,5601,0,170,0.41838006230529595,1.0,0.5899406984405886,0.970542367007451,0.0,4815,744,42,0,0,0,0.970542367007451,0.571530612244898,0.970542367007451,0.571530612244898,0.970542367007451,0.571530612244898,0.970542367007451,0.571530612244898,0.970542367007451,0.571530612244898,0.970542367007451,0.571530612244898
245.0,4029,5598,0,173,0.41851043938921784,1.0,0.5900702987697716,0.9700225264252296,0.0,4813,743,42,0,0,0,0.9700225264252296,0.5712244897959183,0.9700225264252296,0.5712244897959183,0.9700225264252296,0.5712244897959183,0.9700225264252296,0.5712244897959183,0.9700225264252296,0.5712244897959183,0.9700225264252296,0.5712244897959183
