threshold_aqi,severe_recall_pct,severe_precision_pct,severe_f1_pct,false_alarm_rate_fpr_pct,missed_rate_fnr_pct,true_severe_caught_h,severe_missed_h,false_alarms_total_h,false_alarms_actual_vpoor_h,false_alarms_actual_poor_h,false_alarms_actual_mod_better_h,cost_rate_1x,cost_rate_5x,cost_rate_10x,sample_cost_5x
401.0,61.08215438073964,73.85954381752701,66.86591495720691,15.092704903829492,38.91784561926036,2461,1568,871,852,19,0,0.5401055052308985,2.096819330001313,4.04271161096433,0.8888775510204082
390.0,71.72995780590718,68.30536516190026,69.97578692493947,23.23687402529891,28.270042194092827,2890,1139,1341,1289,52,0,0.5150691621939174,1.6458708499576302,3.0593729596622716,0.7179591836734693
380.0,78.90295358649789,64.40437601296597,70.920245398773,30.445330098769713,21.09704641350211,3179,850,1757,1688,69,0,0.5154237651227183,1.3593056216628026,2.414157942337908,0.6129591836734694
360.0,89.94787788533135,58.984375,71.24741964022411,43.66660890660198,10.052122114668652,3624,405,2520,2400,120,0,0.5371873102127063,0.9392721947994523,1.4418783005328848,0.46377551020408164
341.0,95.75577066269545,54.06390134529148,69.10882221227048,56.80124761739733,4.244229337304542,3858,171,3278,3063,215,0,0.6104547695470187,0.7802239430392004,0.9924354099044275,0.421734693877551
324.0,98.08885579548276,49.47421131697546,65.77348755929101,69.93588632819268,1.91114420451725,3952,77,4036,3723,311,2,0.7184703053270993,0.7949160735077894,0.8904732837336519,0.45112244897959186
300.0,99.20575825266815,45.05184851217313,61.9641888225719,84.47409461098596,0.7942417473318442,3997,32,4875,4356,507,12,0.8526833635831781,0.8844530334764518,0.924165120843044,0.5137755102040816
