timestamp,station_name,aqi,pm25,pm10,so2,no2,co,ozone,temp,ws,rh,event_name
2023-11-10 00:00:00,Dwarka-Sector 8,,388.0,590.25,4.57,65.23,3.28,21.28,27.08,0.83,77.03,Diwali 2023 (Nov 12)
2023-11-10 01:00:00,Dwarka-Sector 8,,373.5,567.0,3.08,51.95,2.38,10.2,26.75,0.68,79.45,Diwali 2023 (Nov 12)
2023-11-10 02:00:00,Dwarka-Sector 8,,295.75,402.0,2.4,13.0,0.5,18.15,26.65,0.83,69.8,Diwali 2023 (Nov 12)
2023-11-10 03:00:00,Dwarka-Sector 8,,111.0,147.5,2.28,8.48,0.45,22.13,25.83,1.05,72.33,Diwali 2023 (Nov 12)
2023-11-10 04:00:00,Dwarka-Sector 8,,26.5,58.5,2.1,9.23,0.3,25.53,25.7,1.13,72.08,Diwali 2023 (Nov 12)
2023-11-10 05:00:00,Dwarka-Sector 8,,27.0,54.75,1.58,16.6,0.33,15.53,25.08,0.55,80.68,Diwali 2023 (Nov 12)
2023-11-10 06:00:00,Dwarka-Sector 8,,33.25,48.5,1.83,21.3,0.48,10.1,25.38,0.75,78.85,Diwali 2023 (Nov 12)
2023-11-10 07:00:00,Dwarka-Sector 8,,38.0,56.0,1.6,25.1,0.98,9.45,26.0,0.55,74.5,Diwali 2023 (Nov 12)
2023-11-10 08:00:00,Dwarka-Sector 8,,50.75,75.5,1.48,26.38,0.73,8.3,25.6,0.85,79.58,Diwali 2023 (Nov 12)
2023-11-10 09:00:00,Dwarka-Sector 8,,51.25,76.5,1.43,24.58,0.78,9.08,26.38,0.68,76.13,Diwali 2023 (Nov 12)
2023-11-10 10:00:00,Dwarka-Sector 8,,47.25,69.75,1.6,24.8,0.7,12.9,26.73,0.78,74.6,Diwali 2023 (Nov 12)
2023-11-10 11:00:00,Dwarka-Sector 8,,53.75,85.0,1.73,28.88,0.77,15.18,28.5,0.98,67.38,Diwali 2023 (Nov 12)
2023-11-10 12:00:00,Dwarka-Sector 8,,62.0,96.75,1.8,28.6,0.85,13.55,26.98,1.05,76.03,Diwali 2023 (Nov 12)
2023-11-10 13:00:00,Dwarka-Sector 8,,60.5,91.5,1.55,22.4,0.73,17.43,26.25,1.0,79.7,Diwali 2023 (Nov 12)
2023-11-10 14:00:00,Dwarka-Sector 8,,59.0,82.5,1.63,26.33,0.85,19.13,27.73,1.03,71.43,Diwali 2023 (Nov 12)
2023-11-10 15:00:00,Dwarka-Sector 8,,70.5,102.5,1.73,28.8,0.9,19.93,27.73,1.03,69.38,Diwali 2023 (Nov 12)
2023-11-10 16:00:00,Dwarka-Sector 8,,84.75,126.0,1.5,24.7,0.85,16.73,26.78,0.95,75.28,Diwali 2023 (Nov 12)
2023-11-10 17:00:00,Dwarka-Sector 8,,100.0,131.25,1.3,20.38,0.75,15.2,26.05,1.25,76.23,Diwali 2023 (Nov 12)
2023-11-10 18:00:00,Dwarka-Sector 8,,90.5,117.75,1.68,21.58,0.9,11.45,26.05,1.05,77.23,Diwali 2023 (Nov 12)
2023-11-10 19:00:00,Dwarka-Sector 8,,116.75,148.5,1.98,30.05,1.58,7.1,25.93,0.7,77.95,Diwali 2023 (Nov 12)
2023-11-10 20:00:00,Dwarka-Sector 8,,150.0,187.5,2.05,36.68,1.55,4.15,25.65,0.43,78.75,Diwali 2023 (Nov 12)
2023-11-10 21:00:00,Dwarka-Sector 8,,162.0,208.0,1.95,35.55,1.83,7.95,25.13,0.5,80.53,Diwali 2023 (Nov 12)
2023-11-10 22:00:00,Dwarka-Sector 8,,161.0,203.25,2.3,30.13,2.13,10.95,24.78,0.35,82.08,Diwali 2023 (Nov 12)
2023-11-10 23:00:00,Dwarka-Sector 8,,158.5,209.75,2.38,27.4,2.13,7.1,24.6,0.4,84.05,Diwali 2023 (Nov 12)
2023-11-11 00:00:00,Dwarka-Sector 8,,162.0,218.25,1.9,22.6,1.33,4.63,24.7,0.43,84.03,Diwali 2023 (Nov 12)
2023-11-11 01:00:00,Dwarka-Sector 8,,170.75,220.75,1.55,20.0,1.08,4.1,24.63,0.65,84.3,Diwali 2023 (Nov 12)
2023-11-11 02:00:00,Dwarka-Sector 8,,178.0,226.5,1.7,19.1,0.9,5.38,24.35,0.6,83.6,Diwali 2023 (Nov 12)
2023-11-11 03:00:00,Dwarka-Sector 8,,172.0,221.0,1.8,19.1,0.9,5.25,24.0,0.4,83.93,Diwali 2023 (Nov 12)
2023-11-11 04:00:00,Dwarka-Sector 8,,160.0,193.5,1.9,17.33,0.9,4.3,23.73,0.33,85.18,Diwali 2023 (Nov 12)
2023-11-11 05:00:00,Dwarka-Sector 8,,134.75,160.0,1.78,17.68,0.78,5.05,23.38,0.38,84.93,Diwali 2023 (Nov 12)
2023-11-11 06:00:00,Dwarka-Sector 8,,91.5,125.75,2.15,19.85,1.05,3.63,23.38,0.65,85.9,Diwali 2023 (Nov 12)
2023-11-11 07:00:00,Dwarka-Sector 8,,118.75,162.0,2.2,22.78,1.03,3.58,23.55,0.63,84.73,Diwali 2023 (Nov 12)
2023-11-11 08:00:00,Dwarka-Sector 8,,134.0,180.0,2.48,19.2,0.78,5.53,24.3,0.63,80.5,Diwali 2023 (Nov 12)
2023-11-11 09:00:00,Dwarka-Sector 8,,85.75,117.25,2.65,23.33,0.8,8.15,25.55,0.7,76.03,Diwali 2023 (Nov 12)
2023-11-11 10:00:00,Dwarka-Sector 8,,87.5,113.5,2.65,17.55,0.68,14.25,27.43,0.78,66.43,Diwali 2023 (Nov 12)
2023-11-11 11:00:00,Dwarka-Sector 8,,66.25,102.5,3.53,16.28,0.58,25.73,29.13,1.15,56.85,Diwali 2023 (Nov 12)
2023-11-11 12:00:00,Dwarka-Sector 8,,59.75,110.25,3.63,13.95,0.5,33.38,29.53,0.98,54.48,Diwali 2023 (Nov 12)
2023-11-11 13:00:00,Dwarka-Sector 8,,54.5,107.25,3.6,11.65,0.45,36.3,29.4,1.13,53.58,Diwali 2023 (Nov 12)
2023-11-11 14:00:00,Dwarka-Sector 8,,51.25,98.5,3.55,11.98,0.48,40.18,29.5,1.0,53.93,Diwali 2023 (Nov 12)
2023-11-11 15:00:00,Dwarka-Sector 8,,55.25,107.5,3.6,14.4,0.48,39.1,29.43,0.93,54.05,Diwali 2023 (Nov 12)
2023-11-11 16:00:00,Dwarka-Sector 8,,55.75,109.75,3.1,20.85,0.63,32.83,28.88,0.85,55.88,Diwali 2023 (Nov 12)
2023-11-11 17:00:00,Dwarka-Sector 8,,57.0,112.5,2.53,37.58,1.18,16.25,27.63,0.43,60.98,Diwali 2023 (Nov 12)
2023-11-11 18:00:00,Dwarka-Sector 8,,67.25,161.75,2.23,50.03,1.85,4.48,26.4,0.3,68.13,Diwali 2023 (Nov 12)
2023-11-11 19:00:00,Dwarka-Sector 8,,87.0,233.0,2.65,46.58,1.93,3.58,25.65,0.38,72.58,Diwali 2023 (Nov 12)
2023-11-11 20:00:00,Dwarka-Sector 8,,117.25,269.75,3.13,41.95,2.08,2.65,25.0,0.58,77.33,Diwali 2023 (Nov 12)
2023-11-11 21:00:00,Dwarka-Sector 8,,150.5,305.0,3.18,36.23,2.53,2.8,24.45,0.4,80.8,Diwali 2023 (Nov 12)
2023-11-11 22:00:00,Dwarka-Sector 8,,168.75,318.75,3.25,34.6,2.25,2.75,24.18,0.58,81.58,Diwali 2023 (Nov 12)
2023-11-11 23:00:00,Dwarka-Sector 8,,175.0,305.5,2.95,30.75,1.83,2.88,23.85,0.45,82.48,Diwali 2023 (Nov 12)
2023-11-12 00:00:00,Dwarka-Sector 8,,172.75,288.75,2.0,28.13,1.4,3.1,23.45,0.23,82.98,Diwali 2023 (Nov 12)
2023-11-12 01:00:00,Dwarka-Sector 8,,156.75,252.75,1.45,26.78,1.15,2.9,23.25,0.65,83.18,Diwali 2023 (Nov 12)
2023-11-12 02:00:00,Dwarka-Sector 8,,152.25,258.5,1.1,19.3,0.8,3.08,22.93,0.58,83.5,Diwali 2023 (Nov 12)
2023-11-12 03:00:00,Dwarka-Sector 8,,138.25,185.25,1.45,21.23,0.83,3.83,22.8,0.6,84.18,Diwali 2023 (Nov 12)
2023-11-12 04:00:00,Dwarka-Sector 8,,130.0,172.25,1.38,21.25,0.75,2.98,22.75,0.7,84.58,Diwali 2023 (Nov 12)
2023-11-12 05:00:00,Dwarka-Sector 8,,129.75,160.75,1.33,19.93,0.75,3.23,22.6,0.63,85.2,Diwali 2023 (Nov 12)
2023-11-12 06:00:00,Dwarka-Sector 8,,129.0,173.75,1.4,20.58,0.93,3.05,22.38,0.63,87.05,Diwali 2023 (Nov 12)
2023-11-12 07:00:00,Dwarka-Sector 8,,129.75,188.5,1.33,19.9,0.9,3.25,22.6,0.6,85.63,Diwali 2023 (Nov 12)
2023-11-12 08:00:00,Dwarka-Sector 8,,137.75,195.5,1.0,22.43,0.95,5.3,23.5,0.55,81.93,Diwali 2023 (Nov 12)
2023-11-12 09:00:00,Dwarka-Sector 8,,157.25,216.5,1.1,21.98,0.95,13.5,25.33,0.68,75.25,Diwali 2023 (Nov 12)
2023-11-12 10:00:00,Dwarka-Sector 8,,152.75,215.25,1.48,14.95,0.73,30.85,27.68,1.08,63.98,Diwali 2023 (Nov 12)
2023-11-12 11:00:00,Dwarka-Sector 8,,112.75,164.25,2.3,13.13,0.63,39.88,29.6,1.03,55.13,Diwali 2023 (Nov 12)
2023-11-12 12:00:00,Dwarka-Sector 8,,92.0,141.25,2.65,12.6,0.63,44.45,30.0,1.1,51.55,Diwali 2023 (Nov 12)
2023-11-12 13:00:00,Dwarka-Sector 8,,82.5,132.25,3.05,15.33,0.65,46.28,29.9,0.85,50.28,Diwali 2023 (Nov 12)
2023-11-12 14:00:00,Dwarka-Sector 8,,66.5,122.25,3.05,12.95,0.55,46.0,30.23,0.83,48.53,Diwali 2023 (Nov 12)
2023-11-12 15:00:00,Dwarka-Sector 8,,49.5,98.5,2.73,14.9,0.55,45.3,30.13,1.0,47.83,Diwali 2023 (Nov 12)
2023-11-12 16:00:00,Dwarka-Sector 8,,50.25,103.0,1.95,22.33,0.73,36.48,29.5,0.7,49.85,Diwali 2023 (Nov 12)
2023-11-12 17:00:00,Dwarka-Sector 8,,61.5,174.0,1.9,48.7,1.98,10.13,27.7,0.35,58.28,Diwali 2023 (Nov 12)
2023-11-12 18:00:00,Dwarka-Sector 8,,84.5,380.5,2.63,54.23,3.4,2.95,26.13,0.23,68.38,Diwali 2023 (Nov 12)
2023-11-12 19:00:00,Dwarka-Sector 8,,121.5,496.25,2.98,49.93,3.13,2.68,25.33,0.48,73.75,Diwali 2023 (Nov 12)
2023-11-12 20:00:00,Dwarka-Sector 8,,167.25,420.25,2.93,44.23,2.98,2.75,24.93,0.48,74.95,Diwali 2023 (Nov 12)
2023-11-12 21:00:00,Dwarka-Sector 8,,294.0,501.75,57.83,41.8,2.93,3.33,24.75,0.5,75.78,Diwali 2023 (Nov 12)
2023-11-12 22:00:00,Dwarka-Sector 8,,612.25,708.0,52.9,39.8,2.85,3.38,24.45,0.5,77.73,Diwali 2023 (Nov 12)
2023-11-12 23:00:00,Dwarka-Sector 8,,973.0,,56.58,36.38,2.43,3.35,23.95,0.48,79.9,Diwali 2023 (Nov 12)
2023-11-13 00:00:00,Dwarka-Sector 8,,,,38.53,33.75,1.85,3.28,23.55,0.48,81.2,Diwali 2023 (Nov 12)
2023-11-13 01:00:00,Dwarka-Sector 8,,581.0,680.0,25.93,29.33,1.3,3.15,23.35,0.48,80.95,Diwali 2023 (Nov 12)
2023-11-13 02:00:00,Dwarka-Sector 8,,528.25,613.5,13.88,25.6,1.0,3.43,23.05,0.65,82.1,Diwali 2023 (Nov 12)
2023-11-13 03:00:00,Dwarka-Sector 8,,353.5,397.0,8.23,19.03,0.88,4.85,22.83,0.6,82.9,Diwali 2023 (Nov 12)
2023-11-13 04:00:00,Dwarka-Sector 8,,303.5,346.5,5.43,19.85,0.8,5.08,22.53,0.7,83.55,Diwali 2023 (Nov 12)
2023-11-13 05:00:00,Dwarka-Sector 8,,307.25,350.0,3.98,22.13,0.9,3.68,22.5,0.7,83.93,Diwali 2023 (Nov 12)
2023-11-13 06:00:00,Dwarka-Sector 8,,323.0,366.5,3.23,20.13,1.0,3.23,22.45,0.7,84.53,Diwali 2023 (Nov 12)
2023-11-13 07:00:00,Dwarka-Sector 8,,321.75,403.75,2.7,21.9,1.2,3.05,22.65,0.53,84.63,Diwali 2023 (Nov 12)
2023-11-13 08:00:00,Dwarka-Sector 8,,317.75,416.5,2.95,23.45,1.18,3.9,23.58,0.45,81.83,Diwali 2023 (Nov 12)
2023-11-13 09:00:00,Dwarka-Sector 8,,324.25,413.0,3.33,31.03,1.33,5.8,25.33,0.48,75.33,Diwali 2023 (Nov 12)
2023-11-13 10:00:00,Dwarka-Sector 8,,338.25,435.25,6.18,33.8,1.23,14.63,27.75,0.6,64.0,Diwali 2023 (Nov 12)
2023-11-13 11:00:00,Dwarka-Sector 8,,298.75,400.0,12.55,27.88,1.05,33.43,29.73,0.73,52.55,Diwali 2023 (Nov 12)
2023-11-13 12:00:00,Dwarka-Sector 8,,247.0,357.5,10.78,24.48,0.98,49.05,30.55,0.8,48.95,Diwali 2023 (Nov 12)
2023-11-13 13:00:00,Dwarka-Sector 8,,239.5,335.25,8.83,19.5,0.98,60.63,30.48,0.7,48.18,Diwali 2023 (Nov 12)
2023-11-13 14:00:00,Dwarka-Sector 8,,215.25,297.75,6.23,19.05,0.65,52.68,30.58,0.73,45.55,Diwali 2023 (Nov 12)
2023-11-13 15:00:00,Dwarka-Sector 8,,133.0,206.0,5.15,19.63,0.65,54.48,30.25,0.68,47.3,Diwali 2023 (Nov 12)
2023-11-13 16:00:00,Dwarka-Sector 8,,158.75,212.25,4.35,37.5,1.03,39.1,29.23,0.5,52.08,Diwali 2023 (Nov 12)
2023-11-13 17:00:00,Dwarka-Sector 8,,206.5,312.5,3.6,62.15,2.68,4.73,27.13,0.38,62.1,Diwali 2023 (Nov 12)
2023-11-13 18:00:00,Dwarka-Sector 8,,235.75,504.25,4.13,57.68,4.43,2.78,25.9,0.3,71.0,Diwali 2023 (Nov 12)
2023-11-13 19:00:00,Dwarka-Sector 8,,266.0,656.25,4.1,56.53,4.9,2.75,25.23,0.3,76.13,Diwali 2023 (Nov 12)
2023-11-13 20:00:00,Dwarka-Sector 8,,277.0,590.5,4.05,51.73,,2.65,24.85,0.2,79.58,Diwali 2023 (Nov 12)
2023-11-13 21:00:00,Dwarka-Sector 8,,366.5,592.0,3.35,38.23,4.9,2.93,24.48,0.23,81.93,Diwali 2023 (Nov 12)
2023-11-13 22:00:00,Dwarka-Sector 8,,556.75,776.0,3.35,37.65,4.55,2.98,24.1,0.18,82.75,Diwali 2023 (Nov 12)
2023-11-13 23:00:00,Dwarka-Sector 8,,451.75,626.5,3.2,35.23,4.43,3.0,23.83,0.4,83.53,Diwali 2023 (Nov 12)
2023-11-14 00:00:00,Dwarka-Sector 8,,410.5,541.75,3.27,34.53,3.6,3.15,23.58,0.25,83.98,Diwali 2023 (Nov 12)
2023-11-14 01:00:00,Dwarka-Sector 8,,408.0,517.0,3.78,34.23,3.6,2.88,23.43,0.28,84.2,Diwali 2023 (Nov 12)
2023-11-14 02:00:00,Dwarka-Sector 8,,378.75,475.75,3.3,31.18,2.9,2.93,23.2,0.3,84.05,Diwali 2023 (Nov 12)
2023-11-14 03:00:00,Dwarka-Sector 8,,351.5,426.25,2.78,27.23,2.68,3.15,23.2,0.53,84.35,Diwali 2023 (Nov 12)
2023-11-14 04:00:00,Dwarka-Sector 8,,344.25,405.25,2.38,26.95,2.03,3.05,22.7,0.53,84.43,Diwali 2023 (Nov 12)
2023-11-14 05:00:00,Dwarka-Sector 8,,346.0,401.0,2.28,27.5,1.7,2.98,22.43,0.55,84.2,Diwali 2023 (Nov 12)
2023-11-14 06:00:00,Dwarka-Sector 8,,350.0,408.25,2.33,25.35,1.75,3.0,22.4,0.6,83.78,Diwali 2023 (Nov 12)
2023-11-14 07:00:00,Dwarka-Sector 8,,358.25,450.75,2.23,30.28,1.7,3.15,22.53,0.6,83.15,Diwali 2023 (Nov 12)
2023-11-14 08:00:00,Dwarka-Sector 8,,361.5,441.75,2.03,31.85,1.35,4.38,24.0,0.6,77.2,Diwali 2023 (Nov 12)
2023-11-14 09:00:00,Dwarka-Sector 8,,319.25,389.75,2.13,29.93,1.3,10.88,25.63,0.65,69.25,Diwali 2023 (Nov 12)
2023-11-14 10:00:00,Dwarka-Sector 8,,299.25,386.0,2.9,29.13,1.2,19.83,27.93,0.58,59.63,Diwali 2023 (Nov 12)
2023-11-14 11:00:00,Dwarka-Sector 8,,281.0,369.0,3.38,20.68,1.03,33.2,28.88,0.68,55.28,Diwali 2023 (Nov 12)
2023-11-14 12:00:00,Dwarka-Sector 8,,275.0,346.5,3.58,22.78,1.05,40.43,29.48,0.75,52.05,Diwali 2023 (Nov 12)
2023-11-14 13:00:00,Dwarka-Sector 8,,257.0,341.5,3.6,17.63,0.93,51.78,29.73,0.85,49.45,Diwali 2023 (Nov 12)
2023-11-14 14:00:00,Dwarka-Sector 8,,212.0,294.0,3.1,24.3,0.78,48.9,29.68,0.65,47.83,Diwali 2023 (Nov 12)
2023-11-14 15:00:00,Dwarka-Sector 8,,162.25,240.25,3.15,30.33,0.78,44.1,29.18,0.93,49.7,Diwali 2023 (Nov 12)
2023-11-14 16:00:00,Dwarka-Sector 8,,171.75,248.75,3.03,43.65,0.95,29.55,28.53,0.4,51.95,Diwali 2023 (Nov 12)
2023-11-14 17:00:00,Dwarka-Sector 8,,167.5,312.75,3.23,62.88,3.15,3.5,26.5,0.2,63.18,Diwali 2023 (Nov 12)
2023-11-14 18:00:00,Dwarka-Sector 8,,187.75,510.5,4.03,58.2,4.7,2.65,24.95,0.27,73.63,Diwali 2023 (Nov 12)
2023-11-14 19:00:00,Dwarka-Sector 8,,204.5,480.25,3.8,49.7,4.4,2.7,24.3,0.18,77.0,Diwali 2023 (Nov 12)
2023-11-14 20:00:00,Dwarka-Sector 8,,225.5,462.75,4.23,43.48,,2.73,23.98,0.33,79.25,Diwali 2023 (Nov 12)
2023-11-14 21:00:00,Dwarka-Sector 8,,250.5,514.0,3.83,37.18,4.35,2.78,23.43,0.23,81.33,Diwali 2023 (Nov 12)
2023-11-14 22:00:00,Dwarka-Sector 8,,294.0,464.25,3.4,38.0,3.75,2.73,23.25,0.5,82.15,Diwali 2023 (Nov 12)
2023-11-14 23:00:00,Dwarka-Sector 8,,323.75,483.75,2.53,37.03,2.5,2.9,22.83,0.48,81.93,Diwali 2023 (Nov 12)
2023-11-15 00:00:00,Dwarka-Sector 8,,329.25,437.5,1.93,31.93,1.9,2.93,22.48,0.53,82.43,Diwali 2023 (Nov 12)
2023-11-15 01:00:00,Dwarka-Sector 8,,325.75,403.5,1.8,29.93,1.55,2.93,22.15,0.63,81.83,Diwali 2023 (Nov 12)
2023-11-15 02:00:00,Dwarka-Sector 8,,347.75,419.0,1.78,29.13,1.4,2.98,21.98,0.48,81.9,Diwali 2023 (Nov 12)
2023-11-15 03:00:00,Dwarka-Sector 8,,369.5,429.5,1.98,27.1,1.35,2.93,21.9,0.38,83.2,Diwali 2023 (Nov 12)
2023-11-15 04:00:00,Dwarka-Sector 8,,363.75,412.25,1.53,23.7,1.3,3.08,21.78,0.53,84.03,Diwali 2023 (Nov 12)
2023-11-15 05:00:00,Dwarka-Sector 8,,357.5,402.25,1.48,24.43,1.3,3.15,21.8,0.68,84.65,Diwali 2023 (Nov 12)
2023-11-15 06:00:00,Dwarka-Sector 8,,347.5,402.0,1.6,24.53,1.33,3.15,21.68,0.8,84.6,Diwali 2023 (Nov 12)
2023-11-15 07:00:00,Dwarka-Sector 8,,336.5,392.0,1.85,27.45,1.28,3.1,21.83,0.75,84.3,Diwali 2023 (Nov 12)
2023-11-15 08:00:00,Dwarka-Sector 8,,322.0,393.0,1.45,27.83,1.23,4.53,22.58,0.75,81.6,Diwali 2023 (Nov 12)
2023-11-15 09:00:00,Dwarka-Sector 8,,315.75,386.0,2.23,25.05,1.35,8.13,24.08,0.67,76.38,Diwali 2023 (Nov 12)
2023-11-15 10:00:00,Dwarka-Sector 8,,337.25,414.25,2.28,24.28,1.3,15.5,26.35,0.63,68.05,Diwali 2023 (Nov 12)
2023-11-15 11:00:00,Dwarka-Sector 8,,335.25,410.75,3.8,24.65,1.1,29.5,28.7,0.8,58.83,Diwali 2023 (Nov 12)
2023-11-15 12:00:00,Dwarka-Sector 8,,275.0,345.25,5.5,21.03,0.98,47.03,29.38,0.9,55.58,Diwali 2023 (Nov 12)
2023-11-15 13:00:00,Dwarka-Sector 8,,220.75,296.0,4.25,17.08,0.88,57.93,29.9,0.85,51.95,Diwali 2023 (Nov 12)
2023-11-15 14:00:00,Dwarka-Sector 8,,188.75,278.25,3.88,14.9,0.68,65.08,30.15,0.85,47.63,Diwali 2023 (Nov 12)
2023-11-15 15:00:00,Dwarka-Sector 8,,142.0,209.25,3.55,19.48,0.65,58.1,30.03,0.83,46.2,Diwali 2023 (Nov 12)
2023-11-15 16:00:00,Dwarka-Sector 8,,120.5,191.75,3.08,39.33,0.93,37.13,29.23,0.65,50.03,Diwali 2023 (Nov 12)
2023-11-15 17:00:00,Dwarka-Sector 8,,125.5,268.25,2.88,65.07,2.78,3.93,26.98,0.28,62.05,Diwali 2023 (Nov 12)
2023-11-15 18:00:00,Dwarka-Sector 8,,149.0,471.5,3.55,62.73,4.23,2.68,25.33,0.2,71.43,Diwali 2023 (Nov 12)
2023-11-15 19:00:00,Dwarka-Sector 8,,169.25,470.75,4.05,60.08,4.67,2.83,24.7,0.33,76.08,Diwali 2023 (Nov 12)
2023-11-15 20:00:00,Dwarka-Sector 8,,206.75,477.5,3.63,53.45,4.4,2.5,24.3,0.43,77.18,Diwali 2023 (Nov 12)
2023-11-15 21:00:00,Dwarka-Sector 8,,255.0,464.5,3.4,47.08,4.18,2.53,23.95,0.43,77.8,Diwali 2023 (Nov 12)
2023-11-15 22:00:00,Dwarka-Sector 8,,303.5,480.0,2.58,43.55,3.28,2.73,23.43,0.38,79.32,Diwali 2023 (Nov 12)
2023-11-15 23:00:00,Dwarka-Sector 8,,362.0,512.5,2.17,39.48,2.67,2.65,23.05,0.53,81.6,Diwali 2023 (Nov 12)
2024-10-29 00:00:00,Anand Vihar,,148.0,283.0,4.63,79.25,2.64,5.78,29.08,0.4,65.0,Diwali 2024 (Oct 31)
2024-10-29 00:00:00,Bawana,,224.0,445.0,9.43,53.42,2.52,69.72,26.05,0.43,79.25,Diwali 2024 (Oct 31)
2024-10-29 00:00:00,Dwarka-Sector 8,,152.0,306.0,6.37,98.5,2.28,19.12,28.38,1.27,69.75,Diwali 2024 (Oct 31)
2024-10-29 00:00:00,ITO,,146.0,231.0,15.42,394.8,4.08,20.62,,,,Diwali 2024 (Oct 31)
2024-10-29 00:00:00,Jahangirpuri,,156.0,389.0,17.58,25.12,2.95,3.52,27.1,0.2,78.25,Diwali 2024 (Oct 31)
2024-10-29 00:00:00,Punjabi Bagh,,168.0,257.0,16.05,65.47,1.78,6.72,30.18,0.3,69.25,Diwali 2024 (Oct 31)
2024-10-29 00:00:00,R K Puram,,179.0,288.0,54.9,56.58,3.66,18.05,25.25,0.3,88.0,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,Anand Vihar,,164.0,443.0,5.95,63.7,2.54,5.1,28.18,0.32,69.75,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,Bawana,,257.75,482.0,8.6,49.18,2.2,41.1,26.0,0.75,79.5,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,Dwarka-Sector 8,,156.0,305.0,5.98,95.6,2.13,18.9,28.12,1.27,72.5,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,ITO,,146.5,233.75,21.58,480.35,4.49,20.3,,,,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,Jahangirpuri,,169.0,387.0,17.73,23.85,3.12,7.7,26.9,0.2,80.5,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,Punjabi Bagh,,158.0,240.0,20.25,54.1,1.69,6.5,29.98,0.3,70.75,Diwali 2024 (Oct 31)
2024-10-29 01:00:00,R K Puram,,168.0,276.0,38.58,50.68,3.19,17.85,24.92,0.3,88.5,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,Anand Vihar,,179.0,395.0,6.08,63.38,2.42,5.1,28.1,0.32,70.0,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,Bawana,,266.0,460.0,7.8,45.5,2.02,19.23,25.8,0.75,81.0,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,Dwarka-Sector 8,,155.0,282.0,6.5,89.4,2.05,21.05,27.95,1.23,73.75,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,ITO,,145.0,224.75,21.58,472.92,4.09,20.4,,,,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,Jahangirpuri,,256.0,581.0,12.4,22.7,3.0,27.43,26.7,0.2,83.0,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,Punjabi Bagh,,174.0,238.0,20.3,51.1,1.52,7.2,29.72,0.3,72.5,Diwali 2024 (Oct 31)
2024-10-29 02:00:00,R K Puram,,175.0,312.0,45.3,49.1,2.92,16.9,24.55,0.3,89.0,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,Anand Vihar,,193.0,426.0,7.6,64.05,2.43,6.88,27.9,0.4,71.25,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,Bawana,,266.75,426.0,6.1,37.53,1.79,5.03,25.52,0.38,81.75,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,Dwarka-Sector 8,,147.0,255.0,6.6,79.6,1.92,18.48,27.58,1.27,76.5,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,ITO,,145.75,215.0,20.85,401.1,3.36,20.2,,,,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,Jahangirpuri,,379.0,746.0,13.03,18.3,2.73,30.63,26.43,0.23,85.0,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,Punjabi Bagh,,172.0,200.0,35.85,25.28,1.47,7.62,29.48,0.3,74.5,Diwali 2024 (Oct 31)
2024-10-29 03:00:00,R K Puram,,189.0,252.0,36.6,44.4,2.4,19.2,24.3,0.3,90.0,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,Anand Vihar,,223.0,492.0,7.37,60.23,2.43,5.4,27.37,0.3,74.0,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,Bawana,,282.75,417.0,6.52,36.5,1.77,8.85,25.32,0.43,83.25,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,Dwarka-Sector 8,,149.0,237.0,5.95,84.92,1.67,16.15,27.48,1.5,76.5,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,ITO,,142.5,204.0,14.27,352.55,2.76,20.32,,,,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,Jahangirpuri,,384.0,711.0,14.32,17.55,2.6,55.52,26.25,0.2,86.5,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,Punjabi Bagh,,135.0,190.0,29.98,24.1,1.34,14.55,29.48,0.3,73.25,Diwali 2024 (Oct 31)
2024-10-29 04:00:00,R K Puram,,143.0,204.0,32.35,46.6,2.02,18.75,24.12,0.3,90.0,Diwali 2024 (Oct 31)
2024-10-29 05:00:00,Anand Vihar,,227.0,480.0,9.35,64.45,2.42,3.75,27.28,0.4,74.75,Diwali 2024 (Oct 31)
2024-10-29 05:00:00,Bawana,,289.5,436.0,6.82,32.92,1.8,11.7,25.02,0.45,84.25,Diwali 2024 (Oct 31)
