Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,199.75,295.25,30.05,114.40,85.25,51.42,13.95,2.67,12.25,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 01:00:00,192.75,298.75,36.28,150.05,109.32,52.92,13.35,3.06,12.15,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 02:00:00,163.75,270.25,28.22,107.30,80.00,44.22,12.90,2.00,11.92,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 03:00:00,115.00,207.75,18.52,57.18,45.50,29.58,12.52,1.29,11.70,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 04:00:00,122.50,191.75,16.75,42.20,36.02,27.52,5.15,1.08,11.92,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 05:00:00,138.50,198.00,17.58,46.53,39.03,30.22,1.50,1.06,12.15,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 06:00:00,143.00,197.75,16.95,42.25,36.25,28.80,1.42,1.06,12.45,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 07:00:00,147.25,200.50,19.55,55.62,45.47,32.12,1.12,1.15,12.28,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 08:00:00,143.50,193.75,19.68,58.40,47.05,29.88,8.68,1.07,13.15,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01 09:00:00,134.25,179.25,17.78,42.70,37.15,26.83,12.30,1.18,13.82,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
