file_key,sheet,station_folder,data_type,col_name,inferred_dtype,semantic_role,sample_values,n_total,n_missing,pct_missing,completely_empty
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,SO2 (µg/m³),float,SO2,13.2 | 12.35 | 14.5,8760,1066,12.17,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,CO (mg/m³),float,CO,2.81 | 2.74 | 2.38,8760,466,5.32,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Ozone (µg/m³),float,O3,1.93 | 3.05 | 4.08,8760,675,7.71,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Benzene (µg/m³),float,Benzene,6.23 | 6.25 | 5.72,8760,622,7.1,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Toluene (µg/m³),float,Toluene,46.3 | 45.6 | 42.88,8760,622,7.1,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Xylene (µg/m³),float,Xylene,,8760,8760,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,O Xylene (µg/m³),float,Xylene,,8760,8760,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Eth-Benzene (µg/m³),float,Benzene,,8760,8760,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,MP-Xylene (µg/m³),float,Xylene,,8760,8760,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,AT (°C),float,Temp_C,11.1 | 10.85 | 11.08,8760,394,4.5,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,RH (%),float,RH_pct,89.0 | 89.75 | 89.25,8760,400,4.57,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,WS (m/s),float,WindSpeed,0.33 | 0.35 | 0.68,8760,410,4.68,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,WD (deg),float,WindDir,251.0 | 251.0 | 251.0,8760,458,5.23,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,RF (mm),float,Rainfall,,8760,8760,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,TOT-RF (mm),float,TotalRainfall,0.0 | 0.0 | 0.0,8760,0,0.0,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,SR (W/mt2),float,SolarRad,5.0 | 5.0 | 5.0,8760,400,4.57,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,BP (mmHg),float,BaroPressure,740.0 | 740.0 | 740.0,8760,400,4.57,False
"Anand Vihar, Delhi - DPCC/Raw Data/2025_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,VWS (m/s),float,VWS,,8760,8760,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Timestamp,object/string,timestamp,2026-01-01 00:00:00 | 2026-01-01 01:00:00 | 2026-01-01 02:00:00,5088,0,0.0,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,PM2.5 (µg/m³),float,PM2.5,355.0 | 342.0 | 272.0,5088,301,5.92,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,PM10 (µg/m³),float,PM10,442.0 | 426.0 | 345.0,5088,335,6.58,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,NO (µg/m³),float,NO,4.0 | 2.33 | 12.0,5088,296,5.82,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,NO2 (µg/m³),float,NO2,24.67 | 11.5 | 13.5,5088,254,4.99,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,NOx (ppb),float,NOx,12.0 | 4.0 | 8.0,5088,219,4.3,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,NH3 (µg/m³),float,NH3,44.0 | 43.5 | 39.5,5088,220,4.32,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,SO2 (µg/m³),float,SO2,24.33 | 22.25 | 21.5,5088,224,4.4,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,CO (mg/m³),float,CO,2.0 | 1.75 | 1.0,5088,242,4.76,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Ozone (µg/m³),float,O3,4.67 | 4.25 | 4.0,5088,291,5.72,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Benzene (µg/m³),float,Benzene,6.0 | 5.25 | 4.25,5088,244,4.8,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Toluene (µg/m³),float,Toluene,34.0 | 25.0 | 13.5,5088,244,4.8,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Xylene (µg/m³),float,Xylene,,5088,5088,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,O Xylene (µg/m³),float,Xylene,,5088,5088,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,Eth-Benzene (µg/m³),float,Benzene,,5088,5088,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,MP-Xylene (µg/m³),float,Xylene,3.67 | 2.0 | 1.0,5088,780,15.33,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,AT (°C),float,Temp_C,13.0 | 12.75 | 12.5,5088,157,3.09,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,RH (%),float,RH_pct,89.0 | 89.0 | 90.0,5088,157,3.09,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,WS (m/s),float,WindSpeed,0.0 | 0.0 | 0.0,5088,157,3.09,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,WD (deg),float,WindDir,158.67 | 160.75 | 168.0,5088,172,3.38,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,RF (mm),float,Rainfall,,5088,5088,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,TOT-RF (mm),float,TotalRainfall,,5088,5088,100.0,True
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,SR (W/mt2),float,SolarRad,7.0 | 7.0 | 7.0,5088,163,3.2,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,BP (mmHg),float,BaroPressure,726.0 | 726.0 | 726.0,5088,244,4.8,False
"Anand Vihar, Delhi - DPCC/Raw Data/2026_raw_data_hourly_anand_vihar,_delhi_-_dpcc_1H.csv",sheet1,"Anand Vihar, Delhi - DPCC",Raw Data,VWS (m/s),float,VWS,1.0 | 1.0 | 1.0,5088,674,13.25,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,Date,int,timestamp,1 | 2 | 3,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,00:00:00,int,unknown,196 | 210 | 290,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,01:00:00,int,unknown,191 | 219 | 286,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,02:00:00,int,unknown,184 | 227 | 284,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,03:00:00,float,unknown,184.0 | 227.0 | 282.0,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,04:00:00,float,unknown,184.0 | 234.0 | 281.0,30,2,6.67,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,05:00:00,int,unknown,184 | 238 | 277,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,06:00:00,int,unknown,184 | 243 | 273,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,07:00:00,int,unknown,185 | 246 | 269,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,08:00:00,int,unknown,183 | 250 | 264,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,09:00:00,int,unknown,183 | 259 | 259,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,10:00:00,int,unknown,185 | 267 | 254,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,11:00:00,float,unknown,180.0 | 267.0 | 254.0,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,12:00:00,int,unknown,180 | 263 | 255,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,13:00:00,float,unknown,180.0 | 263.0 | 250.0,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,14:00:00,int,unknown,181 | 262 | 301,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,15:00:00,int,unknown,182 | 262 | 259,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,16:00:00,int,unknown,183 | 262 | 258,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,17:00:00,int,unknown,184 | 262 | 257,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,18:00:00,float,unknown,185.0 | 262.0 | 257.0,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,19:00:00,float,unknown,186.0 | 255.0 | 246.0,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,20:00:00,int,unknown,186 | 269 | 256,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,21:00:00,int,unknown,188 | 281 | 259,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,22:00:00,float,unknown,193.0 | 289.0 | 261.0,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_April_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,23:00:00,int,unknown,193 | 291 | 260,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,Date,int,timestamp,1 | 2 | 3,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,00:00:00,float,unknown,35.0 | 64.0 | 79.0,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,01:00:00,float,unknown,37.0 | 65.0 | 82.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,02:00:00,float,unknown,41.0 | 64.0 | 85.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,03:00:00,float,unknown,45.0 | 62.0 | 88.0,31,3,9.68,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,04:00:00,float,unknown,46.0 | 62.0 | 90.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,05:00:00,float,unknown,45.0 | 59.0 | 92.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,06:00:00,float,unknown,44.0 | 59.0 | 94.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,07:00:00,float,unknown,52.0 | 58.0 | 95.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,08:00:00,float,unknown,52.0 | 57.0 | 97.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,09:00:00,float,unknown,53.0 | 56.0 | 98.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,10:00:00,float,unknown,54.0 | 57.0 | 97.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,11:00:00,float,unknown,55.0 | 56.0 | 98.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,12:00:00,float,unknown,56.0 | 57.0 | 98.0,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,13:00:00,float,unknown,56.0 | 58.0 | 97.0,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,14:00:00,float,unknown,56.0 | 60.0 | 96.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,15:00:00,float,unknown,57.0 | 61.0 | 95.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,16:00:00,float,unknown,59.0 | 63.0 | 94.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,17:00:00,float,unknown,60.0 | 64.0 | 94.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,18:00:00,float,unknown,61.0 | 66.0 | 92.0,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,19:00:00,float,unknown,63.0 | 67.0 | 91.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,20:00:00,float,unknown,64.0 | 69.0 | 90.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,21:00:00,float,unknown,64.0 | 71.0 | 89.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,22:00:00,float,unknown,64.0 | 74.0 | 90.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,23:00:00,float,unknown,64.0 | 77.0 | 91.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,Date,int,timestamp,1 | 2 | 3,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,00:00:00,int,unknown,332 | 364 | 428,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,01:00:00,int,unknown,334 | 369 | 423,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,02:00:00,int,unknown,335 | 374 | 418,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,03:00:00,int,unknown,336 | 379 | 413,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,04:00:00,int,unknown,335 | 382 | 411,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,05:00:00,int,unknown,336 | 382 | 410,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,06:00:00,int,unknown,337 | 387 | 410,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,07:00:00,float,unknown,339.0 | 390.0 | 408.0,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,08:00:00,int,unknown,339 | 392 | 401,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",AQI Hourly,09:00:00,int,unknown,343 | 389 | 401,31,0,0.0,False
