file_key,sheet,station_folder,col_name,semantic_role,min,max,mean,median,n_zeros,n_negative,n_sentinel,pct_missing
"Jahangirpuri, Delhi - DPCC	/Raw Data/2025_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",VWS (m/s),VWS,,,,,,,,
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,685.0,101.0275,75.0,0,0,35,7.21
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",PM10 (µg/m³),PM10,13.0,963.0,226.1473,200.0,0,0,13,4.38
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",NO (µg/m³),NO,0.1,377.5,19.9964,7.45,0,0,34,3.3
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",NO2 (µg/m³),NO2,4.95,199.55,54.2687,48.0,0,0,8,3.09
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",NOx (ppb),NOx,7.1,353.75,45.1372,31.34,0,0,5,3.07
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",NH3 (µg/m³),NH3,1.45,293.8,61.7654,46.48,0,0,5,3.36
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",SO2 (µg/m³),SO2,0.0,111.75,24.4949,18.0,10,0,28,3.64
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",CO (mg/m³),CO,0.0,7.25,0.9232,1.0,1409,0,0,4.09
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",Ozone (µg/m³),O3,1.5,202.5,25.1157,15.315,0,0,29,3.18
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,13.0,0.8952,0.4,1336,0,4,3.32
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,133.5,4.6104,2.13,209,0,21,3.28
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",O Xylene (µg/m³),Xylene,0.0,23.25,0.66,0.0,2421,0,6,13.46
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,0.0,13.25,0.8765,0.17,1808,0,5,13.46
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,0.0,13.0,0.7208,0.03,2133,0,6,13.46
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",AT (°C),Temp_C,8.0,42.35,25.3488,27.5,0,0,50,3.14
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",RH (%),RH_pct,13.0,97.0,57.1184,55.67,0,0,0,3.14
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",WS (m/s),WindSpeed,0.0,4.3,0.5324,0.33,1932,0,0,3.14
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",WD (deg),WindDir,108.75,360.0,219.4142,207.75,0,0,0,7.15
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",RF (mm),Rainfall,0.0,10.88,0.024,0.0,4819,0,0,3.12
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",TOT-RF (mm),TotalRainfall,0.0,43.5,0.0939,0.0,4819,0,3,3.12
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",SR (W/mt2),SolarRad,3.25,776.0,134.2026,15.0,0,0,396,3.14
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",BP (mmHg),BaroPressure,972.0,990.0,980.556,979.0,0,0,0,3.14
"Jahangirpuri, Delhi - DPCC	/Raw Data/2026_raw_data_hourly_jahangirpuri,_delhi_-_dpcc_1H.csv",sheet1,"Jahangirpuri, Delhi - DPCC",VWS (m/s),VWS,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,995.0,121.0008,81.0,0,0,26,2.61
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",PM10 (µg/m³),PM10,5.0,996.0,220.8021,184.0,0,0,48,2.72
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NO (µg/m³),NO,0.1,453.0,17.2359,4.7,0,0,7,2.04
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NO2 (µg/m³),NO2,0.1,436.7,40.3902,35.92,0,0,3,2.29
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NOx (ppb),NOx,0.0,472.32,35.2243,24.0,20,0,6,1.8
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NH3 (µg/m³),NH3,0.1,155.2,21.3117,19.12,0,0,5,1.99
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",SO2 (µg/m³),SO2,0.1,170.65,20.1461,18.32,0,0,9,9.4
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",CO (mg/m³),CO,0.0,9.74,1.1669,0.89,30,0,0,2.21
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Ozone (µg/m³),O3,0.1,489.4,29.1115,14.42,0,0,19,3.12
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,29.0,1.7827,0.88,311,0,2,87.85
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,57.45,4.4816,2.05,323,0,0,87.85
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",O Xylene (µg/m³),Xylene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,0.1,19.77,1.4582,0.625,0,0,0,94.13
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",AT (°C),Temp_C,9.2,46.48,27.6284,30.52,0,0,0,0.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",RH (%),RH_pct,23.0,96.0,60.8545,61.25,0,0,0,0.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",WS (m/s),WindSpeed,0.3,4.6,0.5944,0.38,0,0,0,0.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",WD (deg),WindDir,70.75,270.5,174.7388,178.25,0,0,0,0.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",RF (mm),Rainfall,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",TOT-RF (mm),TotalRainfall,0.0,0.0,0.0,0.0,8784,0,0,0.0
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",SR (W/mt2),SolarRad,6.75,359.5,65.4155,10.25,0,0,56,0.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",BP (mmHg),BaroPressure,710.25,731.06,720.324,722.06,0,0,0,97.3
"Punjabi Bagh, Delhi - DPCC/Raw Data/2024_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",VWS (m/s),VWS,-0.19,0.38,0.0013,-0.01,1390,5351,0,0.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,970.0,109.9371,70.0,0,0,80,7.53
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",PM10 (µg/m³),PM10,1.0,917.0,204.054,164.0,0,0,45,8.0
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NO (µg/m³),NO,0.1,442.07,15.6571,3.7,0,0,6,7.09
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NO2 (µg/m³),NO2,0.1,439.25,36.2991,34.6,0,0,5,7.02
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NOx (ppb),NOx,0.0,428.55,31.4569,22.02,47,0,6,5.79
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NH3 (µg/m³),NH3,0.1,347.7,23.8575,20.67,0,0,2,6.93
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",SO2 (µg/m³),SO2,0.1,138.55,20.0142,16.65,0,0,23,13.81
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",CO (mg/m³),CO,0.0,7.59,1.1364,0.96,81,0,0,4.27
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Ozone (µg/m³),O3,0.1,498.92,38.1184,17.725,0,0,5,7.12
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,475.0,13.092,0.535,363,0,0,91.26
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,475.0,28.1344,4.4,302,0,0,91.54
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",O Xylene (µg/m³),Xylene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,0.05,334.2,11.4983,1.975,0,0,0,98.04
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",AT (°C),Temp_C,3.25,47.35,25.3832,26.8,0,0,0,3.82
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",RH (%),RH_pct,23.0,95.0,62.2137,63.0,0,0,0,3.8
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",WS (m/s),WindSpeed,0.3,3.78,0.5377,0.3,0,0,0,3.8
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",WD (deg),WindDir,106.5,295.0,182.0014,181.0,0,0,0,3.8
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",RF (mm),Rainfall,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",TOT-RF (mm),TotalRainfall,0.0,0.0,0.0,0.0,8760,0,0,0.0
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",SR (W/mt2),SolarRad,7.0,367.5,63.8788,10.25,0,0,40,3.8
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",BP (mmHg),BaroPressure,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2025_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",VWS (m/s),VWS,-0.28,0.26,-0.0057,-0.01,1077,6271,0,3.8
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,664.0,89.383,64.0,0,0,45,5.11
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",PM10 (µg/m³),PM10,5.0,1000.0,200.6191,174.0,0,0,28,4.09
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NO (µg/m³),NO,0.0,347.5,8.7658,2.0,4,0,5,2.69
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NO2 (µg/m³),NO2,0.0,110.75,29.4235,26.25,1,0,3,2.91
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NOx (ppb),NOx,0.0,394.5,22.757,16.0,22,0,29,2.48
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",NH3 (µg/m³),NH3,0.0,143.6,18.2776,17.08,8,0,1,4.21
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",SO2 (µg/m³),SO2,0.0,199.5,26.8614,26.25,2,0,17,5.29
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",CO (mg/m³),CO,0.0,5.04,0.772,0.83,1226,0,0,2.67
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Ozone (µg/m³),O3,0.1,211.5,30.151,23.0,0,0,17,4.07
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,0.0,0.0,0.0,3,0,0,99.94
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,0.0,0.0,0.0,3,0,0,99.94
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",O Xylene (µg/m³),Xylene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,0.0,0.0,0.0,0.0,3,0,0,99.94
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",AT (°C),Temp_C,0.3,49.0,25.7364,27.5,0,0,36,4.23
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",RH (%),RH_pct,24.5,91.0,56.4048,53.5,0,0,0,2.32
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",WS (m/s),WindSpeed,0.0,5.0,0.4119,0.25,2341,0,0,2.32
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",WD (deg),WindDir,119.5,248.25,183.9898,186.75,0,0,0,2.32
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",RF (mm),Rainfall,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",TOT-RF (mm),TotalRainfall,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",SR (W/mt2),SolarRad,7.0,365.0,72.2984,11.75,0,0,40,2.32
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",BP (mmHg),BaroPressure,,,,,,,,
"Punjabi Bagh, Delhi - DPCC/Raw Data/2026_raw_data_hourly_punjabi_bagh,_delhi_-_dpcc_1H.csv",sheet1,"Punjabi Bagh, Delhi - DPCC",VWS (m/s),VWS,-3.18,0.44,-0.0024,0.0,3309,1027,0,2.32
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,975.0,118.1045,80.5,0,0,21,4.95
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",PM10 (µg/m³),PM10,2.0,991.0,216.0649,183.67,0,0,18,5.21
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NO (µg/m³),NO,0.2,386.52,30.6978,8.02,0,0,8,2.06
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NO2 (µg/m³),NO2,0.1,220.95,36.8055,28.8,0,0,4,2.32
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NOx (ppb),NOx,0.0,347.35,44.3221,24.0,3,0,5,1.97
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NH3 (µg/m³),NH3,0.1,174.82,21.5242,19.8,0,0,3,3.01
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",SO2 (µg/m³),SO2,0.1,174.87,19.3778,16.9,0,0,4,4.51
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",CO (mg/m³),CO,0.0,9.58,1.3724,0.9,27,0,0,2.31
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Ozone (µg/m³),O3,0.1,243.6,47.0741,30.4,0,0,10,5.38
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,14.05,0.3477,0.15,1229,0,0,10.51
