file_key,sheet,station_folder,col_name,semantic_role,min,max,mean,median,n_zeros,n_negative,n_sentinel,pct_missing
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,15.95,1.0097,0.52,381,0,1,10.51
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",O Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",AT (°C),Temp_C,3.9,48.32,25.071,26.38,0,0,4,1.54
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",RH (%),RH_pct,9.5,98.33,65.0058,68.75,0,0,0,1.54
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",WS (m/s),WindSpeed,0.3,4.82,0.524,0.3,0,0,0,1.54
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",WD (deg),WindDir,10.5,344.0,182.5262,183.75,0,0,0,1.54
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",RF (mm),Rainfall,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",TOT-RF (mm),TotalRainfall,0.0,0.0,0.0,0.0,8784,0,0,0.0
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",SR (W/mt2),SolarRad,2.5,406.5,63.405,6.0,0,0,24,1.54
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",BP (mmHg),BaroPressure,700.0,1002.12,749.2049,742.0,0,0,1,3.86
"R K Puram, Delhi - DPCC/Raw Data/2024_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",VWS (m/s),VWS,-9.89,3.6,-0.1821,-0.02,78,4874,0,1.83
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,940.0,110.3378,73.0,0,0,53,4.59
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",PM10 (µg/m³),PM10,1.0,998.0,200.2475,171.0,0,0,39,5.87
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NO (µg/m³),NO,0.1,490.0,29.6198,5.57,0,0,10,1.0
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NO2 (µg/m³),NO2,0.1,184.82,41.8726,35.38,0,0,0,1.48
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NOx (ppb),NOx,0.9,431.43,46.1052,24.83,0,0,10,0.98
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NH3 (µg/m³),NH3,0.4,206.6,24.5111,22.65,0,0,3,2.02
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",SO2 (µg/m³),SO2,0.1,177.27,19.6167,15.62,0,0,11,5.27
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",CO (mg/m³),CO,0.0,9.59,1.3229,0.88,11,0,0,3.31
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Ozone (µg/m³),O3,0.1,431.45,32.1017,20.75,0,0,3,2.19
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,11.9,0.2204,0.1,1205,0,0,6.53
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,34.83,1.2211,0.5,334,0,0,6.53
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",O Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",AT (°C),Temp_C,8.72,43.82,24.2135,24.92,0,0,0,0.61
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",RH (%),RH_pct,18.0,96.0,69.1621,73.0,0,0,0,0.61
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",WS (m/s),WindSpeed,0.3,4.15,0.8071,0.57,0,0,0,0.61
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",WD (deg),WindDir,16.0,340.25,186.5872,193.75,0,0,5,0.61
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",RF (mm),Rainfall,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",TOT-RF (mm),TotalRainfall,0.0,0.0,0.0,0.0,8760,0,0,0.0
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",SR (W/mt2),SolarRad,4.0,1029.5,84.6644,5.5,0,0,12,0.63
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",BP (mmHg),BaroPressure,732.0,999.0,980.6317,986.0,0,0,1,1.47
"R K Puram, Delhi - DPCC/Raw Data/2025_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",VWS (m/s),VWS,-9.66,3.54,0.021,0.06,62,3909,0,0.62
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",PM2.5 (µg/m³),PM2.5,1.0,974.0,90.612,64.0,0,0,39,5.01
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",PM10 (µg/m³),PM10,5.0,941.0,193.7692,172.0,0,0,15,5.96
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NO (µg/m³),NO,0.0,376.5,24.5245,3.0,31,0,9,3.52
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NO2 (µg/m³),NO2,0.0,229.67,40.5408,34.5,2,0,12,3.38
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NOx (ppb),NOx,0.0,464.0,41.5809,23.13,5,0,21,3.24
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",NH3 (µg/m³),NH3,0.25,193.0,30.8118,27.0,0,0,0,3.18
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",SO2 (µg/m³),SO2,0.0,192.0,21.6154,16.75,20,0,21,9.14
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",CO (mg/m³),CO,0.0,8.5,1.0855,1.0,828,0,0,4.46
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Ozone (µg/m³),O3,0.0,172.25,30.9867,19.75,26,0,55,5.84
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Benzene (µg/m³),Benzene,0.0,165.0,1.2409,0.0,2360,0,0,9.32
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Toluene (µg/m³),Toluene,0.0,358.25,10.5386,5.03,339,0,55,9.18
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",O Xylene (µg/m³),Xylene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",Eth-Benzene (µg/m³),Benzene,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",MP-Xylene (µg/m³),Xylene,0.0,843.0,8.6903,2.0,879,0,23,19.2
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",AT (°C),Temp_C,4.25,45.75,25.2074,28.0,0,0,51,2.77
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",RH (%),RH_pct,19.0,95.0,63.3361,63.75,0,0,0,2.77
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",WS (m/s),WindSpeed,0.0,4.03,0.555,0.3,1763,0,0,2.77
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",WD (deg),WindDir,54.5,324.75,198.0918,204.0,0,0,0,5.21
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",RF (mm),Rainfall,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",TOT-RF (mm),TotalRainfall,,,,,,,,
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",SR (W/mt2),SolarRad,5.0,739.5,75.2242,9.0,0,0,147,2.77
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",BP (mmHg),BaroPressure,734.0,988.0,838.9444,742.0,0,0,0,2.99
"R K Puram, Delhi - DPCC/Raw Data/2026_raw_data_hourly_r_k_puram,_delhi_-_dpcc_1H.csv",sheet1,"R K Puram, Delhi - DPCC",VWS (m/s),VWS,-3.47,3.78,-0.0588,0.0,3005,1251,0,2.77
