file_key,sheet,station_folder,col_name,n_total,n_missing,pct_missing,completely_empty
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",09:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",10:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",11:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",12:00:00,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",13:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",14:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",15:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",16:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",17:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",18:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",19:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",20:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",21:00:00,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",22:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_July_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",23:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",Date,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",00:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",01:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",02:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",03:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",04:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",05:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",06:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",07:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",08:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",09:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",10:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",11:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",12:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",13:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",14:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",15:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",16:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",17:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",18:00:00,30,3,10.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",19:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",20:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",21:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",22:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_June_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",23:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",Date,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",00:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",01:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",02:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",03:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",04:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",05:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",06:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",07:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",08:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",09:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",10:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",11:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",12:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",13:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",14:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",15:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",16:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",17:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",18:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",19:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",20:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",21:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",22:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_March_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",23:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",Date,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",00:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",01:00:00,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",02:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",03:00:00,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",04:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",05:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",06:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",07:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",08:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",09:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",10:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",11:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",12:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",13:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",14:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",15:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",16:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",17:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",18:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",19:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",20:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",21:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",22:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_May_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",23:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",Date,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",00:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",01:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",02:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",03:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",04:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",05:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",06:00:00,30,1,3.33,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",07:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",08:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",09:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",10:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",11:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",12:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",13:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",14:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",15:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",16:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",17:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",18:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",19:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",20:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",21:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",22:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_November_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",23:00:00,30,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",Date,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",00:00:00,31,1,3.23,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",01:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",02:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",03:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",04:00:00,31,2,6.45,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",05:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",06:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",07:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",08:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",09:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",10:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",11:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",12:00:00,31,0,0.0,False
"Bawana, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_bawana,_delhi_-_dpcc_2025_October_delhi_2025.xlsx",Sheet1,"Bawana, Delhi - DPCC",13:00:00,31,0,0.0,False
