file_key,sheet,station_folder,col_name,n_total,n_missing,pct_missing,completely_empty
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",19:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",20:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",21:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",22:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_August_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",23:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",Date,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",00:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",01:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",02:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",03:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",04:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",05:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",06:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",07:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",08:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",09:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",10:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",11:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",12:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",13:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",14:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",15:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",16:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",17:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",18:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",19:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",20:00:00,31,1,3.23,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",21:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",22:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_December_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",23:00:00,31,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_February_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",Date,27,0,0.0,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_February_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",00:00:00,27,10,37.04,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_February_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",01:00:00,27,10,37.04,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_February_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",02:00:00,27,10,37.04,False
"Anand Vihar, Delhi - DPCC/AQI Hourly/aqi_hourly_station_level_anand_vihar,_delhi_-_dpcc_2025_February_delhi_2025.xlsx",Sheet1,"Anand Vihar, Delhi - DPCC",03:00:00,27,10,37.04,False
