Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2026-01-01 00:00:00,317.0,414.0,39.33,85.33,77.33,9.0,8.67,1.33,4.0,3.33,2.33,NA,1.0,0.33,0.0,11.0,90.67,0.0,183.0,0.0,0.0,10.0,978.0,NA
2026-01-01 01:00:00,437.0,494.0,31.75,75.0,66.25,11.75,9.0,1.0,4.0,3.5,2.75,NA,3.5,0.5,0.25,11.0,90.0,0.0,183.0,0.0,0.0,10.0,978.5,NA
2026-01-01 02:00:00,259.0,328.0,29.25,68.0,60.25,14.5,8.33,1.0,12.0,1.5,1.0,NA,0.0,0.0,0.0,11.0,90.0,0.0,180.75,0.0,0.0,10.0,979.0,NA
2026-01-01 03:00:00,234.0,322.0,26.25,66.5,57.0,13.25,6.25,0.5,14.75,1.0,1.0,NA,0.0,0.0,0.0,11.0,89.75,0.0,182.25,0.0,0.0,10.0,979.0,NA
2026-01-01 04:00:00,243.0,307.0,25.25,67.0,56.0,12.75,5.0,0.0,15.75,1.0,1.0,NA,0.0,0.0,0.0,11.0,89.75,0.0,182.25,0.0,0.0,10.0,979.0,NA
2026-01-01 05:00:00,223.0,302.0,24.5,64.75,54.75,14.25,4.5,0.0,16.25,1.0,0.25,NA,0.0,0.0,0.0,11.0,90.5,0.0,181.5,0.0,0.0,10.0,979.0,NA
2026-01-01 06:00:00,215.0,304.0,23.75,65.75,54.75,12.25,4.0,0.0,15.75,1.0,0.5,NA,0.0,0.0,0.0,11.0,90.0,0.0,182.25,0.0,0.0,10.0,979.0,NA
2026-01-01 07:00:00,196.0,265.0,25.75,65.0,56.0,13.5,3.75,1.0,16.5,1.0,0.75,NA,0.0,0.0,0.0,11.0,89.25,0.0,182.0,0.0,0.0,12.0,979.0,NA
2026-01-01 08:00:00,191.0,260.0,25.75,66.5,56.75,15.25,9.33,1.0,19.5,1.0,1.0,NA,0.0,0.0,0.0,11.0,87.25,0.0,184.25,0.0,0.0,28.5,979.0,NA
2026-01-01 09:00:00,194.0,283.0,25.75,69.0,57.75,13.0,11.5,1.0,17.0,1.0,1.0,NA,0.0,0.0,0.0,11.25,85.0,0.25,187.5,0.0,0.0,46.5,979.0,NA
2026-01-01 10:00:00,215.0,291.0,28.25,75.25,63.25,11.75,11.5,1.0,14.0,1.25,1.0,NA,0.0,0.0,0.0,11.75,84.0,0.0,191.25,0.0,0.0,65.25,979.0,NA
